"","SRR1033183","SRR1033278","SRR1033010","SRR1033228","SRR1033161","SRR1032930","SRR1032912","SRR1032941","SRR1033275","SRR1032971","SRR1032972","SRR1032981","SRR1032945","SRR1032948","SRR1032953","SRR1032982","SRR1032924","SRR1032964","SRR1032985","SRR1032989"
"LOC145845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC146481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC146513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC146880",1,1,0,0,1,0,34,0,0,0,0,0,0,2,0,0,0,1,0,23
"LOC147093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC147646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC148145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC148413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC148696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC148709",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC149086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC149134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC149373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC149950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC150185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC150197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC150381",1,25,11,5,9,1,3,4,2,1,7,4,1,8,15,3,19,0,18,20
"LOC150568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC150622",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC150776",2,6,0,1,46,0,0,10,0,2,0,0,0,4,6,3,3,0,1,0
"LOC150935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC151009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC151171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC151174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC151475",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC151484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC152217",0,0,0,2,0,21,68,0,0,0,0,0,0,0,0,1,0,0,31,44
"LOC152225",0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,5,0,0,0,0
"LOC152578",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC152742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC153684",0,10,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"LOC153910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC154092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC154449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC154761",0,0,0,0,0,31,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"LOC154872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC155060",0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,6,0
"LOC157273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC157381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC158376",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"LOC158434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC158435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC158572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC158696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC1720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC200726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC200772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC201617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC201651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC202181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC202781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC220729",0,1,0,0,1,0,80,0,49,0,14,0,0,0,0,0,0,0,0,0
"LOC221122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC253039",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"LOC253044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC253573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC254099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC254100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC254128",0,0,0,1,0,0,1,1,0,1,0,4,0,0,1,0,1,109,0,4
"LOC254559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC254896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC255025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC255130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC255167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC255411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC255512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC255654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC256021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC256880",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC257358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC257396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC282997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283038",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"LOC283070",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283194",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283299",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283663",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LOC283683",0,2,0,5,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0
"LOC283688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283693",1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"LOC283710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283731",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC283922",0,0,0,0,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0
"LOC284009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284023",1,4,150,10,1,0,5,0,2,0,0,42,1,0,0,3,0,21,0,11
"LOC284080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284260",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC284276",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284379",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC284385",29,0,0,3,0,0,1,0,2,0,0,0,0,0,0,26,0,1,0,0
"LOC284395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284412",0,0,0,2,3,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0
"LOC284454",0,3,3,11,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0
"LOC284551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC284632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284751",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284757",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284865",0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284889",0,0,0,0,1,0,1,0,0,0,7,0,1,0,0,0,2,0,1,0
"LOC284933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284950",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC284998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285033",0,0,0,34,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"LOC285074",41,12,0,0,12,0,7,0,0,0,16,0,4,7,0,73,0,6,0,0
"LOC285084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285419",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"LOC285441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285540",0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285762",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285819",0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285972",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286059",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286186",0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC286189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286437",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC286467",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC338651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC338758",2,1,0,0,0,0,3,0,2,4,2,0,0,1,0,1,1,0,0,0
"LOC338799",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC338817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC338963",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339666",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"LOC339788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339803",0,0,1,2,131,0,1,31,8,13,0,17,0,0,0,26,11,0,59,25
"LOC339807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC340515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC341056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC344595",0,0,0,0,0,3,0,0,80,4,61,0,89,0,45,15,1,1,0,0
"LOC344887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC344967",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC348761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC349160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC349196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC374443",0,0,0,0,0,0,0,0,0,59,37,0,3,5,0,0,0,5,0,0
"LOC375196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC375295",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,53,0
"LOC387723",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"LOC387895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388152",0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC388242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388796",2,0,0,8,0,6,10,0,3,0,70,23,19,0,2,2,13,32,0,12
"LOC388813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC388948",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389247",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389641",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC389705",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"LOC389765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389791",0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC389906",2,6,0,1,0,0,0,0,28,0,9,0,1,0,0,1,0,0,1,54
"LOC390660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC390705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC391322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC392196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC392232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC392364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC399715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC399744",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC399753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC399815",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC399829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400027",0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC400043",0,0,0,25,0,0,2,0,0,8,0,0,67,0,10,0,0,0,0,3
"LOC400084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400655",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400657",0,1,0,0,0,18,0,0,0,99,0,0,5,0,0,0,0,0,0,0
"LOC400680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400891",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"LOC400927",0,0,205,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LOC400940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC400958",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401052",1,4,0,13,0,2,0,0,6,0,0,0,2,2,0,0,1,1,1,0
"LOC401074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"LOC401134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401320",13,18,0,0,26,0,15,0,0,0,0,0,23,18,0,0,0,0,0,0
"LOC401321",0,15,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0
"LOC401324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401397",2,83,41,273,49,141,102,94,106,96,218,177,18,110,47,111,146,149,257,282
"LOC401463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC401980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
