"","out01_0","out02_0","out03_0","out04_0","out05_0","out06_0","out07_0","out08_0","out09_0"
"MTMR12",11,11,11,10,9,10,10,9,10
"MTMR14",20,18,17,15,12,12,11,9,9
"MTMR2",42,42,38,36,29,35,32,27,27
"MTMR3",4,5,5,6,5,5,5,5,5
"MTMR4",6,6,7,7,7,9,8,8,9
"MTMR6",14,13,13,12,11,13,14,12,14
"MTMR7",2,2,2,2,1,1,1,1,1
"MTMR8",0,0,0,0,0,0,0,0,0
"MTMR9",14,12,12,11,10,10,10,8,8
"MTMR9LP",1,0,0,0,0,0,0,0,0
"MTNR1A",0,0,0,0,0,0,0,0,0
"MTNR1B",0,0,0,0,0,0,0,0,0
"MTO1",5,5,4,5,4,5,5,4,4
"MTOR",7,7,7,6,6,6,7,6,6
"MTOR-AS1",0,0,0,0,0,0,0,0,0
"MTPAP",57,59,60,61,54,62,66,61,67
"MTPN",51,48,49,50,47,54,52,49,52
"MTR",19,19,19,18,17,19,20,18,20
"MTRF1",15,13,14,11,8,10,8,7,7
"MTRF1L",16,17,15,17,15,16,17,14,17
"MTRNR2L1",104,94,88,81,66,71,63,56,51
"MTRNR2L10",20,15,14,13,11,10,8,7,5
"MTRNR2L2",1055,977,916,849,694,733,675,561,558
"MTRNR2L3",0,1,0,1,0,0,0,0,0
"MTRNR2L4",0,0,0,0,0,0,0,0,0
"MTRNR2L5",0,0,1,0,0,0,0,0,0
"MTRNR2L6",14,12,11,12,9,8,7,6,5
"MTRNR2L7",0,0,0,0,0,0,0,0,0
"MTRNR2L8",278,263,253,234,193,207,196,162,163
"MTRR",10,10,10,9,9,10,10,10,11
"MTSS1",18,16,14,14,11,11,10,8,8
"MTSS1L",2,2,3,2,2,1,1,1,1
"MTTP",0,0,0,0,0,0,0,0,0
"MTUS1",2,1,1,1,1,0,0,0,0
"MTUS2",1,1,1,1,0,0,0,0,0
"MTUS2-AS1",0,0,0,0,0,0,0,0,0
"MTVR2",0,0,0,0,0,0,0,0,0
"MTX1",15,18,21,22,25,28,32,34,35
"MTX2",42,42,40,39,36,37,37,33,40
"MTX3",8,7,7,7,7,7,6,6,6
"MUC1",3,3,3,4,4,4,5,4,4
"MUC12",0,0,0,0,0,0,0,0,0
"MUC13",0,0,0,0,0,0,0,0,0
"MUC15",0,0,0,0,0,0,0,0,0
"MUC16",0,0,0,0,0,0,0,0,0
"MUC17",0,0,0,0,0,0,0,0,0
"MUC2",0,0,0,0,0,0,0,0,0
"MUC20",0,0,0,0,0,0,0,0,0
"MUC21",0,0,0,0,0,0,0,0,0
"MUC22",0,0,0,0,0,0,0,0,0
"MUC4",0,0,0,0,0,0,0,0,0
"MUC5B",0,0,0,0,0,0,0,0,0
"MUC6",0,0,0,0,0,0,0,0,0
"MUC7",0,0,0,0,0,0,0,0,0
"MUCL1",0,0,0,0,0,0,0,0,0
"MUL1",10,8,8,11,8,9,10,8,8
"MUM1",2,3,2,2,2,2,3,1,2
"MUM1L1",0,0,0,0,0,0,0,0,0
"MURC",162,146,126,105,78,72,53,39,24
"MUS81",12,12,12,11,8,10,9,7,9
"MUSK",62,58,51,45,36,38,32,23,21
"MUSTN1",23,18,16,12,9,9,7,4,3
"MUT",11,12,13,13,13,14,15,13,16
"MUTYH",6,7,8,9,11,12,11,12,13
"MVB12A",1,1,2,2,1,2,3,2,3
"MVB12B",2,2,1,1,1,1,0,0,0
"MVD",8,5,6,4,3,2,3,2,2
"MVK",4,3,2,3,2,2,2,1,0
"MVP",18,17,15,16,13,14,12,11,12
"MX1",0,0,0,0,0,0,0,0,0
"MX2",0,0,0,0,0,0,0,0,0
"MXD1",3,2,2,2,2,2,1,1,1
"MXD3",13,13,12,14,10,14,12,11,12
"MXD4",3,2,3,2,2,2,2,2,2
"MXI1",8,8,8,8,6,8,8,6,7
"MXRA5",0,0,0,1,1,1,1,1,1
"MXRA7",89,88,89,81,72,81,72,65,68
"MXRA8",33,35,37,43,38,51,49,49,56
"MYADM",89,84,79,75,59,62,57,46,45
"MYADML",0,0,0,0,0,0,0,0,0
"MYADML2",0,0,0,0,0,0,0,0,0
"MYB",0,0,0,0,0,0,0,0,0
"MYBBP1A",8,9,8,7,6,9,9,8,8
"MYBL1",1,2,3,4,4,5,5,7,8
"MYBL2",9,17,22,28,30,40,44,46,55
"MYBPC1",0,0,0,0,0,0,0,0,0
"MYBPC2",6,5,4,4,2,2,2,1,0
"MYBPC3",0,0,0,0,0,0,0,0,0
"MYBPH",1806,1620,1357,1202,843,800,612,403,268
"MYBPHL",2,3,2,2,2,1,1,1,0
"MYC",26,27,28,28,23,27,27,23,26
"MYCBP",41,41,41,44,38,46,50,44,50
"MYCBP2",12,12,11,10,8,8,8,6,7
"MYCBP2-AS1",0,0,0,0,0,0,0,0,0
"MYCBPAP",0,0,0,0,0,0,0,0,0
"MYCL1",4,3,3,2,2,2,2,1,1
"MYCN",0,0,0,0,0,0,0,0,0
"MYCNOS",0,0,0,0,0,0,0,0,0
"MYCT1",0,0,0,0,0,0,0,0,0
"MYD88",27,26,25,23,20,20,22,18,19
"MYEF2",4,3,3,3,2,2,2,1,1
"MYEOV",0,0,0,0,0,0,0,0,0
"MYEOV2",763,718,700,709,626,700,701,612,678
"MYF5",85,133,174,215,219,289,311,316,382
"MYF6",36,46,50,52,49,67,72,66,81
"MYH1",44,37,32,29,20,18,14,9,5
"MYH10",17,19,21,25,24,29,31,30,34
"MYH11",1,2,1,1,1,1,1,1,1
"MYH13",0,0,1,1,0,0,1,1,1
"MYH14",0,0,0,0,0,0,0,0,0
"MYH15",0,0,0,0,0,0,0,0,0
"MYH16",0,0,0,0,0,0,0,0,0
"MYH2",58,48,41,35,24,22,17,10,6
"MYH3",428,374,320,271,194,171,129,79,46
"MYH4",0,0,0,0,0,0,0,0,0
"MYH6",1,1,0,0,0,0,0,0,0
"MYH7",55,48,41,33,25,22,15,9,5
"MYH7B",0,0,0,0,0,0,0,0,0
"MYH8",50,44,37,31,23,21,15,9,5
"MYH9",43,43,41,43,40,43,44,39,45
"MYL1",1867,1560,1330,1151,810,733,534,324,167
"MYL10",5,3,2,3,1,1,1,1,1
"MYL12A",2576,2454,2285,2254,1857,1840,1925,1671,1676
"MYL12B",2603,2499,2427,2432,1983,2016,2128,1837,1949
"MYL2",45,45,37,30,25,20,14,10,5
"MYL3",1,0,0,1,0,0,0,0,0
"MYL4",1319,1132,998,825,585,529,409,255,148
"MYL5",32,26,24,24,14,13,12,9,8
"MYL6",5409,5254,5091,5068,4315,4827,4719,4231,4430
"MYL6B",685,622,539,463,336,320,258,181,146
"MYL7",0,0,0,0,0,0,0,0,0
"MYL9",54,53,50,49,31,38,34,24,28
"MYLIP",0,0,0,0,0,0,0,0,0
"MYLK",42,37,33,30,24,26,22,19,16
"MYLK-AS1",5,5,7,3,2,4,5,7,4
"MYLK2",0,0,0,0,0,0,0,0,0
"MYLK3",0,0,0,0,0,0,0,0,0
"MYLK4",0,0,0,0,0,0,0,0,0
"MYLPF",3781,3332,2806,2325,1678,1493,1123,670,341
"MYNN",7,7,7,7,7,7,7,7,8
"MYO10",27,23,22,20,18,19,17,14,14
"MYO15A",0,0,0,0,0,0,0,0,0
"MYO15B",0,0,0,0,0,0,0,0,0
"MYO16",0,0,0,0,0,0,0,0,0
"MYO16-AS1",2,2,3,3,1,1,2,1,1
"MYO18A",6,5,5,4,3,3,3,2,1
"MYO18B",10,9,8,7,5,5,4,3,2
"MYO19",3,4,7,8,8,11,12,14,15
"MYO1A",0,0,0,0,0,0,0,0,0
"MYO1B",37,35,33,31,28,30,27,24,27
"MYO1C",61,61,54,54,44,49,45,39,39
"MYO1D",2,1,1,2,2,2,1,2,2
"MYO1E",10,9,10,9,7,8,8,8,8
"MYO1F",0,0,0,0,0,0,0,0,0
"MYO1G",1,0,0,0,0,0,0,0,0
"MYO1H",0,0,0,0,0,0,0,0,0
"MYO3A",0,0,0,0,0,0,0,0,0
"MYO3B",0,0,0,0,0,0,0,0,0
"MYO5A",17,16,16,15,11,13,12,11,11
"MYO5B",2,1,2,1,1,1,1,1,1
"MYO5C",0,0,0,0,0,0,0,0,0
"MYO6",16,14,13,13,11,11,10,9,8
"MYO7A",3,2,2,2,1,1,1,0,0
"MYO7B",0,1,1,1,1,1,1,1,1
"MYO9A",10,10,9,10,8,9,9,8,9
"MYO9B",1,2,2,1,2,2,2,2,2
"MYOC",1,0,1,1,0,0,0,0,0
"MYOCD",1,1,1,1,0,0,1,0,0
"MYOD1",13,14,11,12,9,8,8,6,5
"MYOF",52,52,52,50,46,52,50,46,48
"MYOG",310,281,232,198,138,130,94,54,27
"MYOM1",1,1,0,0,0,0,0,0,0
"MYOM2",2,2,2,1,1,1,1,1,1
"MYOM3",3,3,2,2,2,1,1,0,0
"MYOT",1,1,1,1,1,1,1,0,0
"MYOZ1",8,5,6,5,3,3,2,1,1
"MYOZ2",29,25,21,19,12,14,10,7,5
"MYOZ3",0,0,0,0,0,0,0,0,0
"MYPN",12,12,13,13,11,14,15,13,14
"MYPOP",1,0,1,0,0,1,0,0,1
"MYRF",0,0,0,0,0,0,0,0,0
"MYRIP",0,0,0,0,0,0,0,0,0
"MYSM1",5,5,5,5,5,5,5,4,4
"MYT1",0,0,0,0,0,0,0,0,0
"MYT1L",0,0,0,0,0,0,1,0,0
"MYZAP",0,0,0,0,0,0,0,0,0
"MZB1",0,0,0,0,0,0,0,0,0
"MZF1",2,2,2,2,2,1,1,1,0
"MZT1",25,31,35,42,39,51,55,50,59
"MZT2A",5,6,6,6,6,12,13,11,12
"MZT2B",20,20,19,19,19,24,18,18,22
"N4BP1",3,3,3,2,2,3,3,2,3
"N4BP2",6,6,6,7,7,8,8,7,8
"N4BP2L1",0,0,0,0,1,1,1,1,1
"N4BP2L2",87,79,74,72,56,63,55,49,49
"N4BP2L2-IT2",0,0,0,0,0,0,0,0,0
"N4BP3",1,0,0,0,0,0,0,0,0
"N6AMT1",43,46,39,42,38,43,46,45,49
"N6AMT2",39,45,40,46,41,45,54,41,56
"NAA10",137,129,127,124,102,118,123,100,112
"NAA11",0,0,0,0,0,0,0,0,0
"NAA15",79,82,83,89,80,94,98,91,99
"NAA16",5,5,7,7,7,7,8,8,8
"NAA20",385,392,383,404,353,403,414,382,401
"NAA25",25,26,27,26,23,26,24,23,24
"NAA30",6,7,5,5,5,5,5,3,4
"NAA35",28,24,27,25,20,22,23,19,20
"NAA38",8,9,8,9,8,9,9,8,9
"NAA40",9,8,6,7,5,5,4,3,3
"NAA50",35,36,41,45,40,47,50,48,55
"NAA60",8,9,8,8,7,8,10,8,8
"NAAA",5,4,3,4,4,4,3,3,2
"NAALAD2",1,2,1,1,1,2,1,1,1
"NAALADL1",0,0,0,0,0,0,0,0,0
"NAALADL2",2,3,3,3,2,3,3,2,3
"NAALADL2-AS3",0,0,0,0,0,0,0,0,0
"NAB1",3,4,4,5,5,6,7,7,8
"NAB2",30,32,33,37,34,41,43,41,44
"NABP1",28,31,32,35,28,35,37,33,36
"NABP2",37,36,34,37,29,33,34,32,35
"NACA",1511,1483,1413,1368,1142,1268,1238,1084,1168
"NACA2",0,0,0,0,0,0,0,0,0
"NACAD",0,0,0,0,0,0,0,0,0
"NACAP1",0,0,0,0,0,0,0,0,0
"NACC1",0,0,0,0,0,0,0,0,0
"NACC2",2,2,2,2,2,2,3,2,3
"NADK",7,7,6,6,5,6,6,5,6
"NADKD1",20,18,20,18,16,19,17,17,18
"NADSYN1",24,24,22,22,17,17,16,14,12
"NAE1",72,84,99,105,94,123,128,128,139
"NAF1",1,1,1,1,1,1,1,1,1
"NAGA",9,10,10,11,9,11,12,11,13
"NAGK",84,79,79,80,61,71,70,61,63
"NAGLU",5,4,3,4,4,3,3,2,2
"NAGPA",1,1,1,1,1,0,1,1,1
"NAGPA-AS1",0,0,0,0,0,0,0,0,0
"NAGS",0,0,0,0,0,0,0,0,0
"NAIF1",2,2,2,2,2,2,3,2,3
"NAIP",2,2,2,2,2,2,2,2,2
"NALCN",2,1,1,1,1,1,1,0,0
"NALCN-AS1",0,0,0,0,0,0,0,0,0
"NAMPT",20,20,19,18,17,20,19,17,18
"NANOG",1,1,1,1,1,1,0,0,0
"NANOGNB",0,0,0,0,0,0,0,0,0
"NANOS1",3,2,2,2,2,3,2,3,3
"NANOS2",0,0,0,0,0,0,0,0,0
"NANOS3",0,0,0,0,0,0,0,0,0
"NANP",11,10,11,11,9,9,10,8,9
"NANS",86,93,95,92,82,97,97,93,99
"NAP1L1",439,420,406,403,339,370,361,313,332
"NAP1L2",0,0,0,0,0,0,0,0,0
"NAP1L3",6,5,6,4,4,4,4,2,2
"NAP1L4",58,69,74,76,70,81,87,82,90
"NAP1L5",3,4,3,3,2,3,2,2,2
"NAP1L6",0,0,0,0,0,0,0,0,0
"NAPA",37,36,36,36,34,40,38,36,41
"NAPA-AS1",1,0,1,3,2,4,3,5,4
"NAPB",14,14,11,10,6,6,6,4,3
"NAPEPLD",2,3,3,3,2,3,3,3,4
"NAPG",28,29,29,28,26,31,30,28,32
"NAPRT1",0,0,1,1,0,1,1,1,1
"NAPSA",0,0,0,0,0,0,0,0,0
"NAPSB",0,0,0,0,0,0,0,0,0
"NARF",51,44,40,40,30,34,32,30,26
"NARFL",3,3,4,4,4,4,5,4,5
"NARG2",12,10,9,11,8,9,9,7,9
"NARR",0,0,0,0,0,1,0,0,0
"NARS",158,158,151,153,132,147,148,134,148
"NARS2",16,15,14,16,12,13,14,11,11
"NASP",41,59,67,79,80,96,109,110,130
"NAT1",17,17,15,14,11,12,10,9,10
"NAT10",12,12,13,12,11,13,13,13,13
"NAT14",3,2,3,2,2,2,3,2,2
"NAT16",0,0,0,0,0,0,0,0,0
"NAT2",0,0,0,0,0,0,0,0,0
"NAT6",3,4,3,4,4,3,4,4,5
"NAT8",0,0,0,0,0,0,0,0,0
"NAT8B",0,0,0,0,0,0,0,0,0
"NAT8L",0,0,0,0,0,0,0,0,0
"NAT9",20,22,21,20,18,20,16,15,15
"NAV1",13,14,17,17,16,19,21,20,23
"NAV2",22,22,22,21,19,20,20,18,19
"NAV2-AS4",0,0,0,0,0,0,0,0,0
"NAV2-AS5",0,0,0,0,0,0,0,0,0
"NAV3",134,121,107,94,71,70,57,43,35
"NBAS",17,17,16,16,14,16,15,14,14
"NBEA",2,2,2,2,2,2,1,1,1
"NBEAL1",8,7,7,7,6,6,6,5,6
"NBEAL2",0,0,0,0,0,0,0,0,0
"NBEAP1",0,0,0,0,0,0,0,0,0
"NBL1",0,0,0,0,0,0,0,0,0
"NBLA00301",0,0,0,0,0,0,0,0,0
"NBN",34,33,34,35,28,36,34,32,35
"NBPF1",9,8,8,8,7,8,7,6,7
"NBPF10",12,11,10,10,8,9,9,8,8
"NBPF11",0,0,0,0,0,0,0,0,0
"NBPF14",23,22,20,20,18,18,20,18,18
"NBPF15",10,10,11,11,10,11,11,10,11
"NBPF16",0,0,0,0,0,0,0,0,0
"NBPF22P",0,0,0,0,0,0,0,0,0
"NBPF24",0,0,0,0,0,0,0,0,0
"NBPF3",12,11,10,9,8,9,8,7,7
"NBPF4",0,0,0,0,0,0,0,0,0
"NBPF6",0,0,0,0,0,0,0,0,0
"NBPF7",4,4,4,3,3,2,2,2,2
"NBPF9",14,12,12,12,10,12,11,10,12
"NBR1",27,27,22,21,17,17,17,13,12
"NBR2",4,3,4,6,4,4,5,4,4
"NCALD",0,1,1,1,1,2,2,2,3
"NCAM1",228,198,168,144,109,99,78,53,38
"NCAM2",0,0,0,0,0,0,0,0,0
"NCAN",0,0,0,0,0,0,0,0,0
"NCAPD2",6,11,16,20,22,27,32,32,39
"NCAPD3",6,9,12,15,14,18,21,23,26
"NCAPG",7,16,21,29,30,41,48,49,56
"NCAPG2",5,8,13,17,19,23,26,26,33
"NCAPH",2,5,7,9,9,13,14,15,16
"NCAPH2",4,5,5,5,5,6,6,7,7
"NCBP1",35,32,33,32,28,31,28,27,27
"NCBP2",138,130,130,129,108,123,123,112,119
"NCCRP1",0,0,0,0,0,0,0,0,0
"NCDN",7,7,7,7,5,6,6,5,5
"NCEH1",15,20,21,23,23,29,31,32,36
"NCF1",0,0,0,0,0,0,0,0,0
"NCF1B",0,0,0,0,0,0,0,0,0
"NCF1C",0,0,0,0,0,0,0,0,0
"NCF2",0,0,0,0,0,0,0,0,0
"NCF4",0,0,0,0,0,0,0,0,0
"NCK1",33,35,35,40,34,40,38,37,43
"NCK2",18,15,16,15,13,13,12,10,11
"NCKAP1",31,31,33,34,31,38,38,35,39
"NCKAP1L",0,0,0,0,0,0,0,0,0
"NCKAP5",0,0,0,0,0,0,0,0,0
"NCKAP5L",2,2,2,2,1,1,1,1,1
"NCKIPSD",3,3,3,2,2,2,2,2,2
"NCL",255,265,266,280,251,293,306,285,311
"NCLN",8,7,7,6,5,7,7,6,7
"NCMAP",0,0,0,0,0,0,0,0,0
"NCOA1",43,37,32,29,22,20,16,12,10
"NCOA2",1,1,2,3,3,4,4,4,5
"NCOA3",21,20,18,17,14,16,13,12,12
"NCOA4",71,64,67,59,55,57,63,53,57
"NCOA5",12,13,16,17,16,18,19,18,21
"NCOA6",6,5,5,5,4,5,4,3,4
"NCOA7",3,4,5,6,6,7,9,9,11
"NCOR1",25,24,26,23,21,23,24,20,22
"NCOR1P1",2,0,1,0,0,0,1,0,0
"NCOR2",6,5,5,4,3,4,3,3,2
"NCR1",0,0,0,0,0,0,0,0,0
"NCR2",0,0,0,0,0,0,0,0,0
"NCR3",0,0,0,0,0,0,0,0,0
"NCR3LG1",0,0,0,0,0,0,0,0,0
"NCRNA00185",0,0,0,0,0,0,0,0,0
"NCRUPAR",2,3,0,0,0,2,0,0,1
"NCS1",6,5,5,5,4,5,5,5,6
"NCSTN",39,39,37,34,27,29,25,23,21
"NDC80",16,31,45,57,59,80,91,95,110
"NDE1",2,3,3,4,4,5,6,6,6
"NDEL1",19,19,19,20,16,17,17,15,15
"NDFIP1",6,8,8,8,7,9,8,7,9
"NDFIP2",22,20,19,18,14,15,14,10,11
"NDFIP2-AS1",0,0,0,0,0,0,0,0,0
"NDN",8,10,8,10,9,9,8,9,10
"NDNF",0,0,0,0,0,0,0,0,0
"NDNL2",2,3,3,4,4,6,6,5,6
"NDOR1",0,0,1,0,0,1,1,0,1
"NDP",12,11,9,10,8,7,7,4,3
"NDRG1",3,2,2,2,2,1,1,1,1
"NDRG2",0,0,0,0,0,0,0,0,0
"NDRG3",15,14,15,15,14,17,17,17,20
"NDRG4",0,0,0,0,0,0,0,0,0
"NDST1",16,14,13,11,9,9,8,6,5
"NDST2",6,6,6,5,5,6,5,5,6
"NDST3",0,0,0,0,0,0,0,0,0
"NDST4",0,0,0,0,0,0,0,0,0
"NDUFA1",1315,1291,1293,1264,1123,1264,1242,1100,1218
"NDUFA10",34,38,36,39,35,41,43,40,45
"NDUFA11",355,351,350,344,298,342,341,309,333
"NDUFA12",513,555,547,548,493,580,617,564,614
"NDUFA13",1141,1111,1144,1102,960,1090,1085,974,1043
"NDUFA2",205,191,191,183,165,187,182,170,177
"NDUFA3",567,577,527,595,505,609,568,566,596
"NDUFA4",355,341,309,313,261,285,279,242,261
"NDUFA4L2",0,1,1,1,0,0,1,0,1
"NDUFA5",96,100,97,97,83,94,96,87,92
"NDUFA6",262,262,261,277,237,284,286,277,305
"NDUFA7",175,195,184,207,164,214,204,191,200
"NDUFA8",148,137,136,138,115,137,133,114,124
"NDUFA9",222,226,228,227,199,246,241,220,239
"NDUFAB1",453,420,401,407,347,386,371,331,356
"NDUFAF1",39,43,41,44,40,51,46,43,50
"NDUFAF2",146,154,169,178,145,172,184,170,192
"NDUFAF3",147,150,139,144,121,147,139,129,159
"NDUFAF4",23,22,20,22,21,23,25,21,24
"NDUFAF4P1",0,0,0,0,0,0,0,0,0
"NDUFAF5",8,9,8,9,8,10,10,9,10
"NDUFAF6",2,3,5,3,4,5,5,6,5
"NDUFAF7",10,10,11,11,10,12,12,13,14
"NDUFB1",295,316,313,329,279,304,342,293,310
"NDUFB10",190,208,222,238,217,244,257,239,268
"NDUFB11",151,149,146,153,128,139,136,126,133
"NDUFB2",777,790,843,864,773,861,970,880,966
"NDUFB2-AS1",3,2,2,2,2,2,2,2,1
"NDUFB3",354,360,363,345,297,333,348,325,340
"NDUFB4",451,448,430,453,408,459,470,418,464
"NDUFB5",146,160,146,140,129,138,139,136,142
"NDUFB6",252,251,255,275,239,268,273,248,288
"NDUFB7",206,208,210,208,208,228,232,217,230
"NDUFB8",732,779,767,791,712,806,828,773,821
"NDUFB9",719,697,674,642,555,618,591,531,552
"NDUFC1",224,229,220,217,180,215,199,182,194
"NDUFC2",152,146,145,141,126,146,144,125,135
"NDUFC2-KCTD14",1,1,2,1,2,2,2,4,3
"NDUFS1",54,52,52,50,42,46,49,43,47
"NDUFS2",216,205,195,187,162,182,170,152,160
"NDUFS3",87,89,80,85,77,89,90,82,91
"NDUFS4",439,456,416,416,361,410,396,358,388
"NDUFS5",2022,1990,1979,1895,1639,1803,1750,1599,1641
"NDUFS6",216,234,236,220,211,228,237,212,225
"NDUFS7",110,120,112,107,91,108,109,94,95
"NDUFS8",163,172,175,178,175,187,200,189,207
"NDUFV1",69,73,75,74,64,75,81,74,80
"NDUFV2",557,579,579,601,548,610,637,565,631
"NDUFV3",99,86,82,79,60,59,59,44,45
"NEAT1",7,5,5,7,5,5,6,5,5
"NEB",30,25,22,18,13,11,8,5,3
"NEBL",0,0,0,0,0,0,0,0,0
"NEBL-AS1",0,0,0,0,0,0,0,0,0
"NECAB1",11,11,10,12,10,11,12,11,12
"NECAB2",0,0,0,0,0,0,0,0,0
"NECAB3",6,5,6,4,3,3,3,3,2
"NECAP1",21,20,16,16,13,12,12,8,10
"NECAP2",30,27,27,24,26,27,28,23,27
"NEDD1",27,30,33,35,33,38,40,39,42
"NEDD4",48,45,41,39,33,35,33,29,28
"NEDD4L",10,10,9,8,6,6,5,4,4
"NEDD8",1637,1640,1679,1705,1510,1730,1732,1573,1737
"NEDD8-MDP1",1,0,1,1,0,0,1,1,0
"NEDD9",10,10,12,11,10,11,11,11,12
"NEFH",1,2,2,3,3,3,4,4,4
"NEFL",0,0,0,0,0,0,0,0,0
"NEFM",0,0,0,0,0,0,0,1,0
"NEGR1",10,9,9,8,7,10,9,9,10
"NEGR1-IT1",0,0,0,0,0,0,0,0,0
"NEIL1",0,0,0,0,0,0,0,0,0
"NEIL2",53,50,50,45,40,45,45,39,45
"NEIL3",1,3,3,4,4,6,7,7,9
"NEK1",10,9,10,9,8,9,8,6,8
"NEK10",3,3,3,2,2,1,1,1,0
"NEK11",1,1,1,2,1,2,2,3,3
"NEK2",5,8,15,17,18,23,27,28,35
"NEK3",14,16,16,16,13,18,17,16,19
"NEK4",3,3,3,3,2,3,2,2,2
"NEK5",1,1,1,0,0,0,0,0,0
"NEK6",33,31,30,28,23,24,21,17,18
"NEK7",13,13,12,13,10,13,13,12,13
"NEK8",1,0,0,1,0,1,0,0,0
"NEK9",10,10,9,8,7,6,6,5,5
"NELFA",3,4,3,2,2,2,2,1,1
"NELFB",2,2,1,1,1,2,1,1,2
"NELFCD",39,41,38,39,35,39,40,40,42
"NELFE",21,21,21,22,19,22,22,19,22
"NELL1",0,0,0,0,0,0,0,0,0
"NELL2",0,0,0,0,0,0,0,0,0
"NEMF",54,53,53,55,46,50,51,44,47
"NENF",2,3,5,6,7,8,9,8,12
"NEO1",2,2,2,2,2,2,3,2,3
"NES",201,179,158,141,107,105,90,71,61
"NET1",6,9,11,13,13,15,17,16,19
"NETO1",0,0,0,0,0,0,0,0,0
"NETO2",4,6,8,10,11,16,17,17,21
"NEU1",15,14,13,12,10,11,10,8,9
"NEU2",0,0,0,0,0,0,0,0,0
"NEU3",0,0,0,0,0,0,0,0,1
"NEU4",0,0,0,0,0,0,0,0,0
"NEURL",0,0,0,0,0,0,0,1,1
"NEURL1B",1,1,1,1,1,1,1,1,1
"NEURL2",6,5,5,3,4,3,1,1,1
"NEURL3",0,0,0,0,0,0,0,0,0
"NEURL4",1,0,0,0,0,0,0,0,0
"NEUROD1",0,0,0,0,0,0,0,0,0
"NEUROD2",0,0,0,0,0,0,0,0,0
"NEUROD4",0,0,0,0,0,0,0,0,0
"NEUROD6",0,0,0,0,0,0,0,0,0
"NEUROG1",0,0,0,0,0,0,0,0,0
"NEUROG2",0,0,0,0,0,0,0,0,0
"NEUROG3",0,0,0,0,0,0,0,0,0
"NEXN",235,215,195,178,142,145,133,101,107
"NF1",6,5,6,6,5,5,5,5,5
"NF1P2",0,0,0,0,0,0,0,0,0
"NF2",139,138,141,139,122,136,139,128,137
"NFAM1",0,0,0,0,0,0,0,0,0
"NFASC",7,7,6,5,5,4,3,3,2
"NFAT5",15,13,12,11,9,9,8,7,7
"NFATC1",1,1,1,0,0,0,0,0,0
"NFATC2",0,0,0,0,0,0,0,0,0
"NFATC2IP",10,11,11,11,11,12,12,10,12
"NFATC3",9,8,9,9,8,9,8,8,7
"NFATC4",0,0,0,0,0,0,1,0,1
"NFE2",0,0,0,0,0,0,0,0,0
"NFE2L1",16,14,12,13,9,10,8,7,7
"NFE2L2",107,109,96,98,82,93,94,80,86
"NFE2L3",0,0,0,1,1,1,1,1,1
"NFIA",18,21,21,23,21,25,26,25,28
"NFIB",118,125,126,129,116,136,140,130,145
"NFIC",27,27,28,25,23,26,25,22,24
"NFIL3",5,6,5,6,5,5,5,4,6
"NFIX",3,2,2,3,3,3,3,3,4
"NFKB1",6,5,6,5,6,6,6,5,6
"NFKB2",2,2,1,2,1,1,2,1,1
"NFKBIA",24,25,27,27,26,28,32,24,28
"NFKBIB",3,3,3,2,3,2,4,3,3
"NFKBID",0,0,0,0,0,0,0,0,0
"NFKBIE",0,0,0,0,0,0,0,0,0
"NFKBIL1",1,0,0,0,0,0,0,0,0
"NFKBIZ",18,18,17,18,13,15,16,15,16
"NFRKB",18,16,15,14,12,12,11,9,8
"NFS1",3,3,2,3,3,4,3,2,4
"NFU1",53,57,59,63,58,74,68,62,74
"NFX1",21,21,18,17,15,17,16,15,15
"NFXL1",4,5,5,4,4,6,6,6,6
"NFYA",8,7,8,8,8,9,9,9,10
"NFYB",26,26,27,29,24,27,30,26,28
"NFYC",36,35,35,34,30,31,30,27,27
"NGB",0,0,0,0,0,0,0,0,0
"NGDN",91,94,95,93,84,94,101,91,104
"NGEF",1,0,0,0,0,0,0,0,0
"NGF",1,0,1,1,1,0,0,0,0
"NGFR",52,48,42,39,28,27,22,16,14
"NGFRAP1",631,604,598,577,506,586,555,507,543
"NGLY1",35,34,36,37,30,36,35,34,36
"NGRN",58,59,57,49,45,47,51,40,42
"NHEG1",0,0,0,0,0,0,0,0,0
"NHEJ1",8,10,9,11,10,10,9,10,10
"NHLH1",0,0,0,0,0,0,0,0,0
"NHLH2",1,1,1,0,1,0,1,0,0
"NHLRC1",0,0,0,0,0,0,0,0,0
"NHLRC2",1,1,1,1,1,1,1,2,2
"NHLRC3",4,4,4,5,5,6,7,6,6
"NHLRC4",0,0,0,0,0,0,0,0,0
"NHP2",476,456,470,502,454,519,529,501,555
"NHP2L1",289,277,276,269,241,251,264,233,251
"NHS",0,0,0,0,0,0,0,0,0
"NHSL1",86,78,67,59,45,43,37,25,21
"NHSL2",0,0,0,0,0,0,0,1,1
"NICN1",2,1,2,1,1,1,1,1,1
"NID1",10,12,14,16,16,19,21,21,24
"NID2",20,21,18,17,15,14,13,12,12
"NIF3L1",25,33,44,51,48,65,78,73,83
"NIM1",0,0,0,0,0,0,0,0,0
"NIN",17,16,17,16,13,16,15,14,14
"NINJ1",4,9,14,15,12,17,20,20,26
"NINJ2",2,3,3,2,2,2,3,2,3
"NINL",2,2,2,1,1,1,1,0,0
